element_chr	element_start	element_end	element_label	measuredGeneSymbol	element_effect	element_result	element_pValue	element_pValueAdjusted
chr22	50257240	50257635	Peak_55510|chr22:50257240-50257635	Peak_55510	-0.49797	TRUE	0.0044724	0.11608
chr3	9955987	9956319	Peak_49276|chr3:9955987-9956319	Peak_49276	-1.3001	TRUE	0.0006462	0.025999
chr3	12836495	12837059	Peak_44729|chr3:12836495-12837059	Peak_44729	-0.85007	TRUE	0.0032238	0.057437
chr3	13057401	13058026	Peak_36855|chr3:13057401-13058026	Peak_36855	-0.44573	TRUE	0.0072503	0.110381
chr3	37175800	37176855	chr3:37175800-37176855	NA	2.503	TRUE	NA	NA
chr3	37242911	37243712	chr3:37242911-37243712	NA	3.189	TRUE	NA	NA
chr3	37451882	37452552	chr3:37451882-37452552	NA	6.373	TRUE	NA	NA
chr3	37860400	37861401	chr3:37860400-37861401	NA	2.585	TRUE	NA	NA
chr3	37860400	37861401	chr3:37860400-37861401	NA	6.179	TRUE	NA	NA
chr3	37998914	37999449	chr3:37998914-37999449	NA	3.5	TRUE	NA	NA
chr3	37998914	37999449	chr3:37998914-37999449	NA	3.228	TRUE	NA	NA
chr3	38024347	38025405	chr3:38024347-38025405	NA	2.564	TRUE	NA	NA
chr3	39177074	39177646	Peak_29816|chr3:39177074-39177646	Peak_29816	-2.5913	TRUE	8.45e-07	4.3e-05
chr3	41507521	41508494	Peak_18198|chr3:41507521-41508494	Peak_18198	-2.3604	TRUE	2.53e-06	0.000115
chr3	47703218	47703946	Peak_20349|chr3:47703218-47703946	Peak_20349	-1.4018	TRUE	0.00020073	0.005524
chr3	47704039	47704853	Peak_27258|chr3:47704039-47704853	Peak_27258	-2.4682	TRUE	0.00060614	0.014061
chr3	47824253	47825921	Peak_6316|chr3:47824253-47825921	Peak_6316	-4.3577	TRUE	1.5201e-05	0.001411
chr3	47824253	47825921	Peak_6316|chr3:47824253-47825921	Peak_6316	-0.74504	TRUE	0.00081617	0.018423
chr3	48013266	48014282	Peak_26522|chr3:48013266-48014282	Peak_26522	-1.1646	TRUE	0.0052806	0.132476
chr3	48598259	48598576	Peak_46026|chr3:48598259-48598576	Peak_46026	-2.865	TRUE	4.79e-06	0.000195
chr3	48952406	48952687	Peak_37643|chr3:48952406-48952687	Peak_37643	-3.1124	TRUE	0.0018742	0.036946
chr3	52051864	52052280	Peak_38924|chr3:52051864-52052280	Peak_38924	-3.2949	TRUE	1.4358e-05	0.000514
chr3	52605952	52607679	Peak_14666|chr3:52605952-52607679	Peak_14666	-0.51184	TRUE	0.0057137	0.091088
chr3	53072887	53073948	Peak_21691|chr3:53072887-53073948	Peak_21691	-0.32935	TRUE	0.012535	0.170341
chr3	98510826	98517634	Peak_5047|chr3:98510826-98517634	Peak_5047	-0.85701	TRUE	0.0018463	0.060467
chr3	102512109	102513012	Peak_23217|chr3:102512109-102513012	Peak_23217	-2.7916	TRUE	0.0035285	0.061309
chr3	113737274	113737604	Peak_34792|chr3:113737274-113737604	Peak_34792	-2.8689	TRUE	0.0015977	0.032292
chr3	116059912	116060338	Peak_19757|chr3:116059912-116060338	Peak_19757	-2.5446	TRUE	0.0069621	0.106638
chr3	127455860	127456150	Peak_34364|chr3:127455860-127456150	Peak_34364	-0.38865	TRUE	0.010307	0.145335
chr3	127672622	127673202	chr3:127391465-127392045:.	H1FX	0.033445247	TRUE	5.75807338980761e-05	0.00215927752117785
chr3	128052002	128052502	chr3:127770845-127771345:.	SEC61A1	0.22697596	TRUE	1.27014596333162e-37	1.8798160257308e-35
chr3	128052002	128052502	chr3:127770845-127771345:.	RPN1	-0.109482156	TRUE	5.20571723889249e-09	2.56815383785363e-07
chr3	128426282	128426962	chr3:128145125-128145805:.	RPN1	0.047574474	TRUE	0.000889470025933771	0.0263283127676396
chr3	128532862	128533362	chr3:128251705-128252205:.	RPN1	-0.092510231	TRUE	0.000445121985396451	0.0164695134596687
chr3	128649982	128650482	chr3:128368825-128369325:.	RPN1	0.201371863	TRUE	9.88338993634806e-34	7.31370855289756e-32
chr3	128650642	128651642	chr3:128369485-128370485:.	RPN1	0.40886277	TRUE	1.91490305189424e-84	2.83405651680347e-82
chr3	128725802	128726342	chr3:128444645-128445185:.	RAB7A	0.2199393411	TRUE	5.54200267754019e-33	8.14674393598408e-31
chr3	128784242	128784742	chr3:128503085-128503585:.	RAB7A	0.10365907382	TRUE	4.60582923074996e-08	3.38528448460122e-06
chr3	128804062	128804562	chr3:128522905-128523405:.	RAB7A	0.08474601909	TRUE	7.46464050808425e-05	0.00365767384896128
chr3	129183682	129184242	chr3:128902525-128903085:.	CNBP	0.148037658	TRUE	1.47959254154867e-34	2.17500103607655e-32
chr3	129245622	129246162	chr3:128964465-128965005:.	H1FX	0.037857162	TRUE	0.00152859000022352	0.0458577000067057
chr3	129305622	129306122	chr3:129024465-129024965:.	H1FX	0.068602769	TRUE	1.05139200046891e-13	5.25696000234453e-12
chr3	129314782	129315282	chr3:129033625-129034125:.	H1FX	0.165107728	TRUE	7.50445260255038e-57	5.62833945191279e-55
chr3	129316062	129316642	chr3:129034905-129035485:.	H1FX	0.295735947	TRUE	1.41536468589692e-137	2.12304702884538e-135
chr3	133805820	133806568	Peak_24373|chr3:133805820-133806568	Peak_24373	-2.8458	TRUE	0.0064738	0.156058
chr3	135991641	135992655	Peak_21451|chr3:135991641-135992655	Peak_21451	-0.43901	TRUE	0.0068421	0.105352
chr3	139295451	139295746	Peak_31701|chr3:139295451-139295746	Peak_31701	-0.57405	TRUE	0.00017483	0.004864
chr3	186590174	186590498	Peak_40706|chr3:186590174-186590498	Peak_40706	-2.1113	TRUE	0.0019063	0.037452
chr3	186999645	187000256	Peak_30529|chr3:186999645-187000256	Peak_30529	-2.7071	TRUE	0.00016413	0.004625
chr3	197599295	197599848	Peak_29089|chr3:197599295-197599848	Peak_29089	-0.62441	TRUE	0.0008682	0.0333
chr4	1981464	1982087	Peak_27559|chr4:1981464-1982087	Peak_27559	-0.74981	TRUE	0.0051418	0.130128
chr4	10045185	10046421	Peak_16951|chr4:10045185-10046421	Peak_16951	-2.8356	TRUE	0.00036797	0.00931
chr4	11446357	11446795	Peak_26642|chr4:11446357-11446795	Peak_26642	-3.2785	TRUE	0.0013516	0.028227
chr4	24597632	24598735	Peak_32209|chr4:24597632-24598735	Peak_32209	-2.5204	TRUE	0.00037134	0.009341
chr4	30642756	30643195	Peak_27959|chr4:30642756-30643195	Peak_27959	-2.7576	TRUE	0.00043553	0.010711
chr4	30967141	30968146	Peak_16983|chr4:30967141-30968146	Peak_16983	-2.3497	TRUE	6.48e-06	0.00025
chr4	30983328	30983958	Peak_27176|chr4:30983328-30983958	Peak_27176	-0.67244	TRUE	0.0091259	0.131857
chr4	31011647	31013364	Peak_22773|chr4:31011647-31013364	Peak_22773	-2.397	TRUE	8.45e-07	4.3e-05
chr4	31076449	31076996	Peak_27063|chr4:31076449-31076996	Peak_27063	-0.53765	TRUE	0.0094108	0.135175
chr4	39464838	39465255	Peak_30235|chr4:39464838-39465255	Peak_30235	-2.2686	TRUE	0.00045468	0.011104
chr4	39514769	39516130	Peak_21474|chr4:39514769-39516130	Peak_21474	-2.4391	TRUE	2.82e-07	1.5e-05
chr4	39622373	39623274	Peak_21237|chr4:39622373-39623274	Peak_21237	-1.6662	TRUE	0.00050254	0.012155
chr4	55602941	55606941	chr4:55602941-55606941:.	NMU	0.501966299	TRUE	NA	NA
chr4	55608941	55610941	chr4:55608941-55610941:.	NMU	0.504196779	TRUE	NA	NA
chr4	55611441	55613941	chr4:55611441-55613941:.	NMU	0.424897697	TRUE	NA	NA
chr4	55614441	55616941	chr4:55614441-55616941:.	NMU	0.606962998	TRUE	NA	NA
chr4	55617441	55618441	chr4:55617441-55618441:.	NMU	0.444286808	TRUE	NA	NA
chr4	55624941	55627441	chr4:55624941-55627441:.	NMU	0.479291724	TRUE	NA	NA
chr4	55631941	55633941	chr4:55631941-55633941:.	NMU	0.509253411	TRUE	NA	NA
chr4	55634441	55640941	chr4:55634441-55640941:.	NMU	2.26801051	TRUE	NA	NA
chr4	55666941	55667441	chr4:55666941-55667441:.	NMU	0.246925213	TRUE	NA	NA
chr4	55670441	55671441	chr4:55670441-55671441:.	NMU	0.23836043	TRUE	NA	NA
chr4	55810941	55811941	chr4:55810941-55811941:.	NMU	-0.277619027	TRUE	NA	NA
chr4	56129564	56130058	Peak_24535|chr4:56129564-56130058	Peak_24535	-3.1709	TRUE	3.9696e-05	0.001312
chr4	56134545	56135039	Peak_22592|chr4:56134545-56135039	Peak_22592	-2.4572	TRUE	6.48e-06	0.00025
chr4	74400341	74400888	Peak_31022|chr4:74400341-74400888	Peak_31022	-0.56029	TRUE	0.0020605	0.040303
chr4	74559175	74560431	Peak_20768|chr4:74559175-74560431	Peak_20768	-3.0805	TRUE	3.66e-06	0.00016
chr4	76301658	76302199	Peak_25250|chr4:76301658-76302199	Peak_25250	-1.1168	TRUE	0.0018286	0.036209
chr4	101169486	101173496	Peak_19006|chr4:101169486-101173496	Peak_19006	-0.50696	TRUE	0.00095693	0.020981
chr4	124641531	124642146	Peak_23234|chr4:124641531-124642146	Peak_23234	-0.5821	TRUE	0.012535	0.170341
chr4	142398551	142399116	Peak_24169|chr4:142398551-142399116	Peak_24169	-0.43359	TRUE	0.0095893	0.136907
chr4	151540462	151541535	Peak_21448|chr4:151540462-151541535	Peak_21448	-0.38529	TRUE	0.014375	0.190912
chr4	168135805	168140630	Peak_11003|chr4:168135805-168140630	Peak_11003	-0.38168	TRUE	0.0077734	0.116429
chr4	168611004	168612083	Peak_25180|chr4:168611004-168612083	Peak_25180	-0.42987	TRUE	0.00065682	0.01513
chr4	168656516	168657229	Peak_28639|chr4:168656516-168657229	Peak_28639	-0.54885	TRUE	0.0027509	0.050969
chr4	169899567	169899929	Peak_26643|chr4:169899567-169899929	Peak_26643	-1.8864	TRUE	0.0033246	0.05817
chr5	663457	663878	Peak_27562|chr5:663457-663878	Peak_27562	-0.52083	TRUE	0.0034174	0.096067
chr5	882265	883108	Peak_35284|chr5:882265-883108	Peak_35284	-0.95416	TRUE	0.0030245	0.086421
chr5	907669	907969	Peak_42177|chr5:907669-907969	Peak_42177	-2.9506	TRUE	7.04e-06	0.000271
chr5	37506591	37507971	Peak_12195|chr5:37506591-37507971	Peak_12195	-3.3404	TRUE	7.1228e-05	0.002197
chr5	37738331	37738797	Peak_42089|chr5:37738331-37738797	Peak_42089	-1.8119	TRUE	0.0051738	0.083848
chr5	52799350	52801776	Peak_3233|chr5:52799350-52801776	Peak_3233	-3.8322	TRUE	3.8147e-05	0.002666
chr5	53600502	53601047	Peak_20684|chr5:53600502-53601047	Peak_20684	-1.9841	TRUE	2.53e-06	0.000115
chr5	57363859	57364734	Peak_21267|chr5:57363859-57364734	Peak_21267	-0.43978	TRUE	0.0031112	0.055996
chr5	65823503	65824016	Peak_23662|chr5:65823503-65824016	Peak_23662	-2.3199	TRUE	0.00050366	0.012165
chr5	65885772	65886519	Peak_30892|chr5:65885772-65886519	Peak_30892	-2.8687	TRUE	0.0019986	0.039223
chr5	76835714	76841081	Peak_1045|chr5:76835714-76841081	Peak_1045	-0.40037	TRUE	0.010554	0.148345
chr5	80781126	80781484	Peak_26600|chr5:80781126-80781484	Peak_26600	-0.829	TRUE	0.0085606	0.125419
chr5	88743138	88744939	Peak_17600|chr5:88743138-88744939	Peak_17600	-2.661	TRUE	1.1543e-05	0.00043
chr5	88836814	88837414	chr5:88836814-88837414:.	MEF2C	0.79182629	TRUE	NA	NA
chr5	88882114	88885514	chr5:88882114-88885514:.	MEF2C	1.384852162	TRUE	NA	NA
chr5	89054814	89055614	chr5:89054814-89055614:.	MEF2C	0.642400901	TRUE	NA	NA
chr5	90096316	90096761	Peak_26765|chr5:90096316-90096761	Peak_26765	-1.6186	TRUE	0.0025476	0.047354
chr5	115884874	115885454	Peak_28342|chr5:115884874-115885454	Peak_28342	-0.97268	TRUE	0.0017464	0.034856
chr5	116044899	116047233	Peak_20552|chr5:116044899-116047233	Peak_20552	-0.51998	TRUE	0.013715	0.183954
chr5	122028442	122028969	Peak_27741|chr5:122028442-122028969	Peak_27741	-2.0097	TRUE	0.011834	0.162566
chr5	138493662	138493996	Peak_38791|chr5:138493662-138493996	Peak_38791	-3.0058	TRUE	2.82e-07	1.5e-05
chr5	150295237	150295463	Peak_44460|chr5:150295237-150295463	Peak_44460	-1.081	TRUE	0.005537	0.137061
chr5	177442020	177442431	Peak_29653|chr5:177442020-177442431	Peak_29653	-1.3833	TRUE	0.00049972	0.012117
chr5	181098821	181099425	Peak_22920|chr5:181098821-181099425	Peak_22920	-2.5649	TRUE	0.010166	0.144167
chr5	181210091	181211204	Peak_21662|chr5:181210091-181211204	Peak_21662	-1.9046	TRUE	0.013928	0.185675
chr5	181217476	181218166	Peak_26738|chr5:181217476-181218166	Peak_26738	-0.51907	TRUE	0.0022392	0.070526
chr6	27230763	27231970	Peak_19682|chr6:27230763-27231970	Peak_19682	-2.277	TRUE	0.00084376	0.018757
chr6	34409429	34410038	Peak_21524|chr6:34409429-34410038	Peak_21524	-2.9986	TRUE	1.97e-06	9.3e-05
chr6	35605502	35606281	Peak_14199|chr6:35605502-35606281	Peak_14199	-3.3015	TRUE	3.66e-06	0.00016
chr6	37019009	37019253	Peak_41305|chr6:37019009-37019253	Peak_41305	-1.3783	TRUE	0.0030245	0.086421
chr6	41769025	41769353	Peak_41144|chr6:41769025-41769353	Peak_41144	-2.4276	TRUE	0.00067822	0.015569
chr6	44040630	44041079	Peak_19498|chr6:44040630-44041079	Peak_19498	-1.2266	TRUE	0.0091254	0.131857
chr6	52352128	52352906	Peak_24783|chr6:52352128-52352906	Peak_24783	-0.43228	TRUE	0.00084319	0.018757
chr6	53042347	53042943	Peak_26849|chr6:53042347-53042943	Peak_26849	-2.23	TRUE	0.0080105	0.119168
chr6	77368661	77369172	Peak_22801|chr6:77368661-77369172	Peak_22801	-2.4296	TRUE	3.8007e-05	0.001261
chr6	106309579	106310777	Peak_22035|chr6:106309579-106310777	Peak_22035	-0.58713	TRUE	0.0068416	0.105352
chr6	109236645	109237345	chr6:109236645-109237345:.	CD164	0.346627745	TRUE	NA	NA
chr6	109301445	109302345	chr6:109301445-109302345:.	CD164	0.239428383	TRUE	NA	NA
chr6	109303145	109306545	chr6:109303145-109306545:.	CD164	3.479773345	TRUE	NA	NA
chr6	109308045	109308645	chr6:109308045-109308645:.	CD164	-1.017805208	TRUE	NA	NA
chr6	109381245	109382645	chr6:109381245-109382645:.	CD164	1.469593163	TRUE	NA	NA
chr6	119540495	119541207	Peak_22404|chr6:119540495-119541207	Peak_22404	-1.3034	TRUE	0.0024389	0.045527
chr6	126541636	126542207	Peak_29116|chr6:126541636-126542207	Peak_29116	-2.0654	TRUE	0.007274	0.110645
chr6	135052392	135057872	MYB|chr6:135052392-135057872	MYB	78.11891853	TRUE	NA	NA
chr6	135053011	135056967	MYB|chr6:135053011-135056967	MYB	72.75785504	TRUE	NA	NA
chr6	135053202	135057983	MYB|chr6:135053202-135057983	MYB	40.85024775	TRUE	NA	NA
chr6	135053211	135054964	MYB|chr6:135053211-135054964	MYB	12.70653843	TRUE	NA	NA
chr6	135053543	135055818	MYB|chr6:135053543-135055818	MYB	30.06143971	TRUE	NA	NA
chr6	135053624	135057983	MYB|chr6:135053624-135057983	MYB	41.79517268	TRUE	NA	NA
chr6	135054002	135055805	MYB|chr6:135054002-135055805	MYB	22.38997073	TRUE	NA	NA
chr6	135054086	135055186	chr6:135054086-135055186:.	HBS1L	2.20954822315224	True	NA	NA
chr6	135264692	135270087	MYB|chr6:135264692-135270087	MYC	43.6248949	TRUE	NA	NA
chr6	135317799	135330892	MYB|chr6:135317799-135330892	MYB	146.423912	TRUE	NA	NA
chr6	135320486	135321786	chr6:135320486-135321786:.	MYB	1.60947749551711	True	NA	NA
chr6	135321286	135321686	chr6:135321286-135321686:.	HBG1	-0.782055238978849	True	NA	NA
chr6	135321286	135321686	chr6:135321286-135321686:.	HBG2	-0.986326920897252	True	NA	NA
chr6	135321986	135322486	chr6:135321986-135322486:.	MYB	1.7460715628527	True	NA	NA
chr6	135322586	135323686	chr6:135322586-135323686:.	MYB	3.132243979815	True	NA	NA
chr6	135322686	135323686	chr6:135322686-135323686:.	HBG1	-1.56169408662659	True	NA	NA
chr6	135322686	135323686	chr6:135322686-135323686:.	HBG2	-1.84021485330811	True	NA	NA
chr6	135323786	135324986	chr6:135323786-135324986:.	MYB	1.47730197477645	True	NA	NA
chr6	135360375	135361636	MYB|chr6:135360375-135361636	MYB	6.261178901	TRUE	NA	NA
chr6	144216665	144216971	Peak_26246|chr6:144216665-144216971	Peak_26246	-0.63099	TRUE	0.00577	0.091497
chr6	144347159	144347529	Peak_35007|chr6:144347159-144347529	Peak_35007	-3.3641	TRUE	2.7872e-05	0.000959
chr6	151034140	151034754	Peak_28447|chr6:151034140-151034754	Peak_28447	-2.1403	TRUE	0.0091079	0.131857
chr6	155850383	155850938	Peak_23016|chr6:155850383-155850938	Peak_23016	-3.0826	TRUE	1.2106e-05	0.000442
chr6	165515896	165516281	Peak_23981|chr6:165515896-165516281	Peak_23981	-3.054	TRUE	2.82e-07	1.5e-05
chr7	2450725	2451002	Peak_35295|chr7:2450725-2451002	Peak_35295	-4.0246	TRUE	4.223e-06	0.000179
chr7	5071872	5073109	chr7:5071872-5073109	NA	3.317	TRUE	NA	NA
chr7	5071872	5073109	chr7:5071872-5073109	NA	3.291	TRUE	NA	NA
chr7	5412964	5413361	chr7:5412964-5413361	NA	2.85	TRUE	NA	NA
chr7	5418758	5419220	chr7:5418758-5419220	NA	6.373	TRUE	NA	NA
chr7	5426774	5428241	chr7:5426774-5428241	NA	3.793	TRUE	NA	NA
chr7	5426774	5428241	chr7:5426774-5428241	NA	3.476	TRUE	NA	NA
chr7	5486761	5488068	chr7:5486761-5488068	NA	3.643	TRUE	NA	NA
chr7	5486761	5488068	chr7:5486761-5488068	NA	3.255	TRUE	NA	NA
chr7	5513400	5514161	chr7:5513400-5514161	NA	2.787	TRUE	NA	NA
chr7	5529672	5532270	chr7:5529672-5532270	NA	2.906	TRUE	NA	NA
chr7	5529672	5532270	chr7:5529672-5532270	NA	2.902	TRUE	NA	NA
chr7	5555056	5556791	chr7:5555056-5556791	NA	3.38	TRUE	NA	NA
chr7	5555056	5556791	chr7:5555056-5556791	NA	3.127	TRUE	NA	NA
chr7	5555056	5556791	chr7:5555056-5556791	NA	5.876	TRUE	NA	NA
chr7	5562057	5563839	chr7:5562057-5563839	NA	3.264	TRUE	NA	NA
chr7	5569296	5570610	chr7:5569296-5570610	NA	3.037	TRUE	NA	NA
chr7	5569296	5570610	chr7:5569296-5570610	NA	3.251	TRUE	NA	NA
chr7	5569296	5570610	chr7:5569296-5570610	NA	4.173	TRUE	NA	NA
chr7	5592622	5594535	chr7:5592622-5594535	NA	3.587	TRUE	NA	NA
chr7	5592622	5594535	chr7:5592622-5594535	NA	3.199	TRUE	NA	NA
chr7	5607061	5607714	chr7:5607061-5607714	NA	3.467	TRUE	NA	NA
chr7	5607061	5607714	chr7:5607061-5607714	NA	3.22	TRUE	NA	NA
chr7	6058597	6059412	chr7:6058597-6059412	NA	3.425	TRUE	NA	NA
chr7	6058597	6059412	chr7:6058597-6059412	NA	3.097	TRUE	NA	NA
chr7	6081033	6081797	chr7:6081033-6081797	NA	3.793	TRUE	NA	NA
chr7	6081033	6081797	chr7:6081033-6081797	NA	3.521	TRUE	NA	NA
chr7	6104367	6105482	chr7:6104367-6105482	NA	3.032	TRUE	NA	NA
chr7	6104367	6105482	chr7:6104367-6105482	NA	4.927	TRUE	NA	NA
chr7	6348332	6349203	chr7:6348332-6349203	NA	4.173	TRUE	NA	NA
chr7	6348332	6349203	chr7:6348332-6349203	NA	4.354	TRUE	NA	NA
chr7	6374225	6375026	chr7:6374225-6375026	NA	2.98	TRUE	NA	NA
chr7	6483307	6484464	chr7:6483307-6484464	NA	3.977	TRUE	NA	NA
chr7	6483307	6484464	chr7:6483307-6484464	NA	3.059	TRUE	NA	NA
chr7	6503380	6504688	chr7:6503380-6504688	NA	2.98	TRUE	NA	NA
chr7	6503380	6504688	chr7:6503380-6504688	NA	5.753	TRUE	NA	NA
chr7	6525977	6526746	chr7:6525977-6526746	NA	3.11	TRUE	NA	NA
chr7	6525977	6526746	chr7:6525977-6526746	NA	3.084	TRUE	NA	NA
chr7	6557645	6557735	chr7:6557645-6557735	NA	3.346	TRUE	NA	NA
chr7	6602328	6602521	chr7:6602328-6602521	NA	2.957	TRUE	NA	NA
chr7	6663773	6664698	chr7:6663773-6664698	NA	3.473	TRUE	NA	NA
chr7	6663773	6664698	chr7:6663773-6664698	NA	3.021	TRUE	NA	NA
chr7	22814789	22815311	Peak_28976|chr7:22814789-22815311	Peak_28976	-2.4507	TRUE	0.00065682	0.01513
chr7	23308113	23308377	Peak_36263|chr7:23308113-23308377	Peak_36263	-3.0456	TRUE	2.82e-07	1.5e-05
chr7	26549773	26550228	Peak_27005|chr7:26549773-26550228	Peak_27005	-0.38264	TRUE	0.011761	0.161813
chr7	32657723	32659120	Peak_30567|chr7:32657723-32659120	Peak_30567	-3.5667	TRUE	2.82e-07	1.5e-05
chr7	74197397	74198353	Peak_24719|chr7:74197397-74198353	Peak_24719	-0.33986	TRUE	0.0045989	0.075585
chr7	74220827	74221162	Peak_28123|chr7:74220827-74221162	Peak_28123	-1.0031	TRUE	0.00015918	0.00848
chr7	80283054	80284419	Peak_20687|chr7:80283054-80284419	Peak_20687	-3.1174	TRUE	0.0021433	0.040843
chr7	86559012	86559810	Peak_27137|chr7:86559012-86559810	Peak_27137	-0.55631	TRUE	0.0082847	0.122633
chr7	92306189	92306889	Peak_25775|chr7:92306189-92306889	Peak_25775	-2.0079	TRUE	0.0018657	0.03682
chr7	102097777	102099378	Peak_7245|chr7:102097777-102099378	Peak_7245	0.18692	TRUE	0.0069446	0.106638
chr7	102978078	102979263	Peak_11355|chr7:102978078-102979263	Peak_11355	-2.8131	TRUE	0.00015681	0.004433
chr7	105348347	105349073	Peak_18103|chr7:105348347-105349073	Peak_18103	-3.1786	TRUE	0.0010752	0.023169
chr7	129915635	129916057	Peak_27225|chr7:129915635-129916057	Peak_27225	-2.7016	TRUE	2.82e-07	1.5e-05
chr7	130848132	130849308	Peak_27826|chr7:130848132-130849308	Peak_27826	-3.3162	TRUE	2.82e-07	1.5e-05
chr7	130870359	130871361	Peak_22287|chr7:130870359-130871361	Peak_22287	-2.902	TRUE	2.82e-07	1.5e-05
chr7	134174960	134175471	Peak_27136|chr7:134174960-134175471	Peak_27136	-2.5204	TRUE	0.0032272	0.057437
chr7	135253767	135254315	Peak_28195|chr7:135253767-135254315	Peak_28195	-0.87554	TRUE	0.0076595	0.179868
chr7	139666966	139668735	Peak_19422|chr7:139666966-139668735	Peak_19422	-3.0218	TRUE	1.7174e-05	0.000608
chr7	151597870	151598194	Peak_25448|chr7:151597870-151598194	Peak_25448	-3.2219	TRUE	0.0015977	0.032292
chr8	6592193	6595887	Peak_1472|chr8:6592193-6595887	Peak_1472	0.053566	TRUE	0.013883	0.185638
chr8	16867570	16867977	Peak_26434|chr8:16867570-16867977	Peak_26434	-2.9364	TRUE	5.91e-06	0.000231
chr8	22175765	22176824	Peak_25568|chr8:22175765-22176824	Peak_25568	-0.41656	TRUE	0.010623	0.14908
chr8	28412810	28413064	Peak_37588|chr8:28412810-28413064	Peak_37588	-3.017	TRUE	5.0958e-05	0.001647
chr8	30688511	30688891	Peak_47214|chr8:30688511-30688891	Peak_47214	-2.6223	TRUE	0.011833	0.162566
chr8	30701803	30705156	Peak_3941|chr8:30701803-30705156	Peak_3941	-0.432	TRUE	0.010947	0.152415
chr8	73520937	73521411	Peak_42270|chr8:73520937-73521411	Peak_42270	-1.0256	TRUE	0.0018893	0.06162
chr8	97856066	97856449	Peak_30042|chr8:97856066-97856449	Peak_30042	-0.67126	TRUE	0.012782	0.172765
chr8	98601618	98602556	Peak_25251|chr8:98601618-98602556	Peak_25251	-2.5917	TRUE	0.00021368	0.005853
chr8	125296594	125298198	Peak_7151|chr8:125296594-125298198	Peak_7151	-2.447	TRUE	0.00012247	0.003536
chr8	125377012	125377853	Peak_21275|chr8:125377012-125377853	Peak_21275	-1.055	TRUE	0.00036797	0.00931
chr8	125642497	125647237	Peak_1410|chr8:125642497-125647237	Peak_1410	-0.2552	TRUE	0.00577	0.091497
chr8	125694157	125703362	Peak_1046|chr8:125694157-125703362	Peak_1046	-0.78516	TRUE	0.0032941	0.093207
chr8	127215031	127229803	MYC|chr8:127215031-127229803	MYC	99.77964146	TRUE	NA	NA
chr8	127217807	127227986	MYC|chr8:127217807-127227986	MYC	46.7891323	TRUE	NA	NA
chr8	127348448	127349701	Peak_25740|chr8:127348448-127349701	Peak_25740	-1.6962	TRUE	0.00058587	0.013694
chr8	127670633	127670910	Peak_35876|chr8:127670633-127670910	Peak_35876	-1.5525	TRUE	0.0054254	0.087444
chr8	127735369	127736269	chr8:127735369-127736269:.	MYC	0.39032936	TRUE	NA	NA
chr8	127735869	127736569	chr8:127735869-127736569:.	PVT1	-0.722191551	TRUE	NA	NA
chr8	127794569	127795269	chr8:127794569-127795269:.	MYC	-0.505005381	TRUE	NA	NA
chr8	127850451	127856331	Peak_1804|chr8:127850451-127856331	Peak_1804	-0.49982	TRUE	0.0044564	0.073856
chr8	127850678	127855822	MYC|chr8:127850678-127855822	MYC	57.16924985	TRUE	NA	NA
chr8	127864966	127875151	MYC|chr8:127864966-127875151	MYC	103.195546	TRUE	NA	NA
chr8	127898369	127899769	chr8:127898369-127899769:.	MYC	0.460155056	TRUE	NA	NA
chr8	127898669	127900067	MYC|chr8:127898669-127900067	MYC	26.67760056	TRUE	NA	NA
chr8	127898692	127899552	Peak_34703|chr8:127898692-127899552	Peak_34703	-1.3471	TRUE	0.00080797	0.03148
chr8	127907104	127908432	Peak_9749|chr8:127907104-127908432	Peak_9749	0.11599	TRUE	0.014888	0.196242
chr8	127958446	127963236	MYC|chr8:127958446-127963236	MYC	191.7437518	TRUE	NA	NA
chr8	127959469	127961769	chr8:127959469-127961769:.	MYC	1.194111036	TRUE	NA	NA
chr8	127959769	127960269	chr8:127959769-127960269:.	PVT1	0.532410465	TRUE	NA	NA
chr8	127981865	127982142	Peak_39560|chr8:127981865-127982142	Peak_39560	-2.3277	TRUE	0.00087416	0.019336
chr8	128044469	128047669	chr8:128044469-128047669:.	PVT1	2.078071586	TRUE	NA	NA
chr8	128044769	128045569	chr8:128044769-128045569:.	MYC	0.50389082	TRUE	NA	NA
chr8	128047869	128051769	chr8:128047869-128051769:.	PVT1	1.493443822	TRUE	NA	NA
chr8	128052169	128052369	chr8:128052169-128052369:.	PVT1	0.435323406	TRUE	NA	NA
chr8	128053469	128054069	chr8:128053469-128054069:.	PVT1	0.59004118	TRUE	NA	NA
chr8	128055769	128056069	chr8:128055769-128056069:.	PVT1	0.502261772	TRUE	NA	NA
chr8	128056969	128057369	chr8:128056969-128057369:.	PVT1	0.589326723	TRUE	NA	NA
chr8	128057569	128058469	chr8:128057569-128058469:.	PVT1	0.592045237	TRUE	NA	NA
chr8	128058869	128059269	chr8:128058869-128059269:.	PVT1	0.637312567	TRUE	NA	NA
chr8	128059469	128059669	chr8:128059469-128059669:.	PVT1	0.489066076	TRUE	NA	NA
chr8	128066469	128066869	chr8:128066469-128066869:.	PVT1	0.501163133	TRUE	NA	NA
chr8	128077069	128077269	chr8:128077069-128077269:.	PVT1	0.394836997	TRUE	NA	NA
chr8	128136925	128146306	MYC|chr8:128136925-128146306	MYC	75.4488132	TRUE	NA	NA
