gene_name	chr	TSS	TSS_POL2_sig
RTN1	chr14	59870776	0.0145663
OR4A16	chr11	55343200	0.0606226
TENM2	chr5	167073241	0.154732
WTAP	chr6	159727116	764.519
ZC3HAV1	chr7	139109720	165.097
AMN	chr14	102922662	1.94733
LOC101929161	chr4	25569346	0.0449394
LINC02240	chr5	125493260	0.00148596
TIMM21	chr18	74148522	69.9984
LINC00622	chr1	119599291	0.00224941
TSKU	chr11	76783355	42.7008
BRWD3	chrX	80809877	45.1243
DEFB114	chr6	49964164	0.0142655
GLIPR1	chr12	75480754	0.132725
SNORD116-3	chr15	25056858	0.0323612
CSTF3	chr11	33161480	178.436
MIR4482	chr10	104268405	57.9513
TESC-AS1	chr12	117099466	7.7049
PCYT1B-AS1	chrX	24650072	0.0899109
LINC02102	chr5	6707711	0.181877
MIR31HG	chr9	21559798	0.00023
MPZL3	chr11	118252365	5.27373
LOC102723493	chr15	67064182	56.528
FMOD	chr1	203351122	0.0276216
FBF1	chr17	75938232	1.05759
MIR623	chr13	99356130	2.9541
APOBEC3A	chr22	38957608	0.0646288
C8orf31	chr8	143039208	0.00286159
NXPH1	chr7	8433608	0.0678154
HHATL	chr3	42702798	0.0369827
ZNF79	chr9	127424373	164.23
MIR1303	chr5	154685775	0.140908
MIR378C	chr10	130962668	0.0175044
PDE11A-AS1	chr2	177673321	0.00658288
LINC01915	chr18	24628181	0.0525017
MIR3180-2	chr16	15155024	0.321253
MKX-AS1	chr10	27744614	0.0493211
ZNF33B	chr10	42638570	362.268
LRRC37A11P	chr17	39029905	0.0657694
MROH7-TTC4	chr1	54641739	0.00371363
MAN2A2	chr15	90903301	151.388
ACTG1P4	chr1	103569403	0.0812569
LOC101929259	chr13	45106278	0.0177579
PSMA2	chr7	42932174	211.182
CNFN	chr19	42390297	0.0421158
LOC285762	chr6	119491302	0.00162021
PLAC9	chr10	80131660	0.108444
AJUBA	chr14	22982551	37.0662
TRERF1	chr6	42452224	0.838364
MICOS10-NBL1	chr1	19596978	245.814
ODC1-DT	chr2	10449727	11.3642
DLL1	chr6	170291078	0.0156714
MMP2-AS1	chr16	55462297	0.0588244
SH3BP5	chr3	15332586	9.23219
C3orf70	chr3	185153060	0.0169214
LINC00309	chr2	64205485	0.0695922
LINC01936	chr2	30346645	0.140924
C6orf136	chr6	30647132	104.595
GNA15	chr19	3136032	0.0120811
CPLANE1	chr5	37249376	0.0132607
PCOLCE2	chr3	142889083	8.74998
LINC01766	chr19	35597894	0.0503375
TAS2R42	chr12	11186937	0.0607557
MSTN	chr2	190062729	0.115976
GMNC	chr3	190862694	0.00534343
PYROXD2	chr10	98415182	29.0485
NFYC	chr1	40691703	481.051
CEBPD	chr8	47738164	6.28456
ZNF679	chr7	64228473	0.0132648
MIR4521	chr17	8186944	0.0609597
RAB3A	chr19	18204042	0.662823
SNORD36A	chr9	133350455	56.6865
CEACAM3	chr19	41796586	0.0120007
TMEM252	chr9	68540883	0.0383652
LINC02518	chr6	113433447	0.044638
FAM225B	chr9	113111677	0.00063637
MRPL24	chr1	156741088	104.378
ZNF506	chr19	19821750	0.845966
ARSH	chrX	3006545	0.00140647
PLK1	chr16	23678888	95.4325
LEF1-AS1	chr4	108167524	25.9411
BHLHE40	chr3	4979436	104.272
LRP6	chr12	12267044	93.3132
CHRFAM7A	chr15	30393661	0.00023
CHRFAM7A	chr15	30393540	0.00023
TERB2	chr15	44956686	0.0565579
RPN1	chr3	128650818	132.107
LOC100653233	chr7	57404766	0.00275236
LOC100506869	chr12	58591701	0.0151069
ZBTB22	chr6	33317942	43.3854
PTPRZ1	chr7	121873160	0.0512897
ACBD7	chr10	15088776	0.90526
TTC1	chr5	160009138	164.265
LY6G6E	chr6	31714065	0.0239149
ODF2L	chr1	86396342	3.92311
SLC6A2	chr16	55671670	0.0138212
MIR4772	chr2	102432288	0.0146793
NAV2-AS2	chr11	20049303	0.0844677
FAM209B	chr20	56533245	0.023658
RWDD2B	chr21	29019349	381.237
APOBEC3B-AS1	chr22	38963410	0.104461
LSM3	chr3	14178816	392.951
PCDH9	chr13	67230336	13.2815
AQP7P3	chr9	40498781	0.00023
AQP7P3	chr9	63334279	0.00023
AQP7P3	chr9	65877573	0.00023
TPO	chr2	1414407	0.089938
CCSAP	chr1	229343047	53.6206
DRC7	chr16	57694805	0.0014141
MIRLET7BHG	chr22	46085996	61.0028
LOC105379030	chr5	73150592	0.0614213
OR13C8	chr9	104569167	0.0141571
RPS15AP10	chr1	45646685	27.5845
MT1E	chr16	56625780	0.0644225
SLC34A3	chr9	137230756	1.35869
LOC101927066	chr8	97446497	0.0344695
SMR3B	chr4	70383130	0.010618
NABP1-OT1	chr2	191690180	52.7433
CYC1	chr8	144095075	25.7362
GNPNAT1	chr14	52791607	91.6048
TSSK4	chr14	24205695	8.23575
SNORD115-29	chr15	25249197	0.0124963
LINC00615	chr12	90918022	0.0013136
CUL4B	chrX	120561543	160
DCAF8L1	chrX	27981449	0.00958028
LOC101926892	chr8	70471133	0.0381346
MIR5696	chr2	101309449	38.1088
LAMTOR2	chr1	156054781	102.095
EIF4G1	chr3	184314605	39.9073
GPR22	chr7	107470056	0.0886611
LOC112577516	chr10	122672849	0.00516973
LINC02043	chr3	186825521	18.1511
PTCH1	chr9	95507427	26.5344
MIR663B	chr2	132257080	0.0110219
TAFA5	chr22	48489552	0.0006612
WDR5B	chr3	122416062	248.381
GOLGA2P11	chr15	62248795	0.0604325
C5orf66-AS1	chr5	135040047	0.0566403
SMAD1-AS1	chr4	145517194	0.0453401
MBIP	chr14	36320637	69.3238
H1-10	chr3	129316286	253.88
RELL1	chr4	37686376	14.9
NELFA	chr4	2008974	150.795
GPR35	chr2	240605429	0.747704
LOC339803	chr2	61144975	0.00251539
LINC02109	chr5	29143502	0.0689609
RPL12	chr9	127451406	875.574
SLC7A3	chrX	70931096	0.00644152
OR10G8	chr11	124026797	0.0206749
SNORD114-8	chr14	100964780	0.0855499
LINC01737	chr1	230595583	0.109356
PRPF18	chr10	13586964	35.6388
TGOLN2	chr2	85327989	450.188
PTGDR	chr14	52267697	0.00389896
LURAP1	chr1	46203333	0.328212
ZNF598	chr16	2009821	174.017
EIF4A3	chr17	80147128	176.113
PLAAT3	chr11	63614469	0.980768
ENOSF1	chr18	712630	36.9269
ECE1	chr1	21345504	72.8407
PLEKHG2	chr19	39412668	63.8701
MIR1302-9	chr1	30365	0.562995
GID8	chr20	62938146	136.864
NKX2-6	chr8	23706756	0.0517079
MGRN1	chr16	4624823	44.3835
RAB19	chr7	140404057	0.394773
MIR4444-1	chr2	177212725	493.016
PABPC1L2B-AS1	chrX	73002856	0.00023
PABPC1L2B-AS1	chrX	73080166	0.00023
MIR24-1	chr9	95086020	1.39344
SLC25A30-AS1	chr13	45418161	15.2425
ZNF426-DT	chr19	9538665	123.646
HELLS	chr10	94545766	53.4333
HELLS	chr10	94545787	53.4333
HELLS	chr10	94545766	53.4333
HELLS	chr10	94545787	53.4333
XCL1	chr1	168576604	0.00186911
RNVU1-8	chr1	147084756	7102.21
MFSD4B	chr6	111259338	37.3609
GBGT1	chr9	133163914	24.1622
BASP1P1	chr13	22898181	0.0657761
NFATC3	chr16	68085369	117.684
ICAM5	chr19	10289951	239.524
PRX	chr19	40413364	0.00758674
FSIP2	chr2	185738803	0.0400476
LOC101929633	chr2	164840748	0.42025
SLC27A1	chr19	17470523	20.9746
NOC3L	chr10	94362939	66.0796
PNMA3	chrX	153056469	0.0961775
XAGE2	chrX	52369020	0.0188579
GIHCG	chr12	57936164	198.124
MIR194-2	chr11	64891439	0.149019
RPS13	chr11	17077667	518.567
CSNK2A1	chr20	543790	116.485
LBHD1	chr11	62671783	425.584
LOC100506071	chr14	30889808	47.7179
MXD1	chr2	69915040	193.416
MIR371A	chr19	53787674	1.25594
LOC105370697	chr14	105531854	0.00988901
ARL5A	chr2	151828421	298.832
TNFAIP8L2	chr1	151156648	0.312721
CBLB	chr3	105869012	22.3819
CXCL16	chr17	4739928	0.019812
RNA5-8SN2	chr21	8212570	0.00023688
NUCB2	chr11	17276713	153.708
HAPLN1	chr5	83720855	0.0702289
OR4F29	chr1	451678	0.00023
OR4F29	chr1	686654	0.00023
OR4F29	chr5	181367286	0.00023
MIR7974	chr19	11495622	0.545909
RPAP3	chr12	47706061	296.963
SLC44A3	chr1	94824492	0.221018
ZNF532	chr18	58862923	0.0161508
AFG1L	chr6	108295053	201.675
LINC00939	chr12	125983374	0.0130659
RMND5A	chr2	86720290	9.19939
TAF5	chr10	103367975	244.57
MIR3945HG	chr4	184855652	0.677117
SNAR-C2	chr19	47955681	0.00847594
LINC02667	chr10	128912832	0.00239064
LOC101929578	chr17	39237769	0.0292374
EMC7	chr15	34101862	317.556
LOC105369980	chr12	110957818	1.11241
SLC26A9-AS1	chr1	205934912	0.0365131
IPO5	chr13	97953674	0.0111752
LURAP1L-AS1	chr9	12814389	0.00206921
GDPGP1	chr15	90234208	73.4843
HGF	chr7	81770047	0.00566606
SLC6A17	chr1	110150493	0.00147756
TCTE1	chr6	44297698	96.7749
JARID2-AS1	chr6	15248696	8.60297
MIR889	chr14	101047900	0.00924153
CHRM3-AS1	chr1	239899872	0.0254837
MAPT	chr17	45894381	8.10912
FBXO45	chr3	196568659	176.7
ZNF524	chr19	55600287	36.9158
TEDC2	chr16	2460108	78.8035
LCP2	chr5	170297777	0.574801
MIR6127	chr1	22633366	0.0621383
GPC5-AS2	chr13	92352207	0.00097754
MIR581	chr5	53951599	0.897333
CCDC28A-AS1	chr6	138773703	28.267
SDHAF3	chr7	97117697	290.871
FOXO3B	chr17	18682314	0.830693
MEPE	chr4	87832968	0.0908441
PSRC1	chr1	109283168	213.504
MIR155	chr21	25573979	0.138223
LOC101928834	chr10	19728550	0.057896
PARGP1-AGAP4	chr10	45972374	134.302
LINC00411	chr13	100944364	0.0336321
KCTD19	chr16	67326741	6.10805
KLHL12	chr1	202927234	214.594
RAD21	chr8	116874776	17.3386
FZD2	chr17	44557483	5.42956
CFP	chrX	47630305	1.27568
LIPF	chr10	88664441	0.0139856
MYADM	chr19	53869390	65.0954
HSPA1B	chr6	31827737	1185.78
ITPRID1	chr7	31517580	0.0665036
LRRC42	chr1	53946349	32.5145
LOC112267871	chr1	16872225	0.0105154
ITFG1	chr16	47461274	242.796
FAM47E	chr4	76214039	35.5463
SLC35B2	chr6	44257528	122.954
RAB20	chr13	110561722	13.431
LINC00628	chr1	204369719	0.00515269
IGF1R	chr15	98648538	2.10674
GCNT3	chr15	59611782	0.0665425
SULT2B1	chr19	48552171	0.0104331
ASB14	chr3	57278952	0.399119
CDC123	chr10	12196187	212.686
DCDC2C	chr2	3706841	0.105733
BIN2	chr12	51324668	0.00600839
SAMD7	chr3	169911571	0.00417776
SNORA63C	chr1	36418578	0.622692
GAS5	chr1	173867991	1789.04
MRPS28	chr8	80030259	274.935
PSMD2	chr3	184299240	160.19
ATL2	chr2	38377273	157.397
MIR17	chr13	91350604	123.142
CHRDL1	chrX	110795817	0.00136228
FBXO44	chr1	11654406	0.464514
EPS15	chr1	51519266	53.0452
LINC01590	chr6	87397123	0.0682514
PPM1L	chr3	160756230	0.0566959
LINC01909	chr18	70335438	0.225257
LOC105377102	chr3	57269565	0.213309
CTSG	chr14	24576250	0.00067688
TGFB3	chr14	75981995	7.17204
TMEM161B	chr5	88268879	105.744
LOC149684	chr20	38260174	0.109541
TGFB2-AS1	chr1	218345678	7.26192
MRPS12	chr19	38930953	242.829
MIR3620	chr1	228097262	27.7362
RPS15	chr19	1438395	454.943
MIR1203	chr17	48156511	0.00043177
FASTKD5	chr20	3159865	168.722
LY86	chr6	6588719	0.00693703
CLEC9A	chr12	10030681	0.0533431
SCRN1	chr7	29990289	0.0416395
CHODL	chr21	17917339	0.0622717
USP19	chr3	49120938	83.5084
MIR517A	chr19	53712267	0.0917548
NMRK1	chr9	75088155	50.5562
INTS4P2	chr7	65647853	0.00023
LINC01801	chr19	34832869	0.0153233
COPS4	chr4	83035182	160.318
KRT16	chr17	41612767	0.0316388
CWC25	chr17	38825350	193.834
KIF19	chr17	74326225	0.243415
TP53I11	chr11	44950160	0.0940144
PTPN7	chr1	202159991	298.893
SFTPD	chr10	79949105	0.0109363
JAML	chr11	118225011	0.0327496
LIFR-AS1	chr5	38556785	13.1157
MTMR11	chr1	149936879	2.83791
VTRNA1-2	chr5	140718925	36.3501
LINC01036	chr1	187092841	0.343384
PKIA-AS1	chr8	78558503	0.0152287
OR2A1-AS1	chr7	144195320	0.00023
OR2A1-AS1	chr7	144355718	0.00023
PAX2	chr10	100735395	0.0138022
NTPCR	chr1	232950610	87.7791
ALDH9A1	chr1	165698562	180.824
UBA7	chr3	49813953	0.0652969
LOC107985946	chr2	135742644	16.5007
OR10A7	chr12	55221024	0.010032
BAHD1	chr15	40439756	25.0164
DPP4-DT	chr2	162074856	0.0776533
LOC105379192	chr5	137128196	0.00209087
RBBP4	chr1	32651207	146.178
ZIC3	chrX	137566126	0.00108712
LINC00630	chrX	102769152	66.8357
MIR5087	chr1	148334554	6158.91
LINCR-0002	chr3	191425523	171.783
GATAD2B	chr1	153922972	40.3092
ZKSCAN5	chr7	99504989	192.994
ATG9B	chr7	151024499	0.00654978
FASTKD3	chr5	7869037	108.167
MIR4750	chr19	49888174	5.82599
BAG5	chr14	103562814	55.81
CTRL	chr16	67931862	15.7008
ASXL2	chr2	25878487	169.025
CASP7	chr10	113679911	0.76057
SLC25A18	chr22	17563497	0.00013626
EN1	chr2	118847648	0.597198
FHOD3	chr18	36297712	0.00247309
SNHG10	chr14	95534872	51.3311
LINC02551	chr11	130862110	0.0672304
MYCBP2	chr13	77327094	123.978
TTC23L	chr5	34839380	50.5182
CLDN7	chr17	7263193	21.0621
WBP2	chr17	75855335	180.15
CD3D	chr11	118342705	3.44671
KCNAB2	chr1	5992675	24.7444
SLC25A52	chr18	31760880	0.18811
CHCHD10	chr22	23767972	274.569
LOC388813	chr21	14643107	0.0375439
CCR7	chr17	40565472	0.878374
APBB1	chr11	6419453	11.2875
MIR520B	chr19	53701226	0.0308974
GSK3B	chr3	120094447	129.641
MIR4450	chr4	76573567	0.0113771
LOC101927296	chr3	73521321	0.0065323
GGA3	chr17	75261606	359.816
ITGAL	chr16	30472741	0.0254294
MIR4501	chr13	96427228	0.0426802
YPEL2	chr17	59331654	0.981203
ELP6	chr3	47513345	341.884
NBEA	chr13	34942269	0.193928
KRTAP9-8	chr17	41237998	0.00023
ADCK1	chr14	77800108	60.35
LINC01553	chr10	59960913	0.047564
ZNF729	chr19	22286440	0.0023476
NUTM2A-AS1	chr10	87342558	18.4588
RDH14	chr2	18560653	49.6265
EDNRB-AS1	chr13	77818936	0.00201352
PRKDC	chr8	47960136	212.606
LEKR1	chr3	156826352	249.767
SNORD116-22	chr15	25089921	0.00034764
MIR384	chrX	76919360	0.0116971
PPT1	chr1	40097252	86.7845
CPLX3	chr15	74826626	0.00549192
SNORA70	chrX	154400280	283.495
SPANXN1	chrX	145247502	0.00207644
STK25	chr2	241508584	26.4918
CCDC33	chr15	74236325	0.037616
LOC101928453	chr10	14074283	0.0231968
VAV2	chr9	133992324	0.0725564
RLIM	chrX	74614624	58.4425
DLEU7	chr13	50843692	0.00093616
FAM234B	chr12	13044380	5.01206
VTN	chr17	28370307	6.21507
PPFIA2-AS1	chr12	81279188	0.0294477
NRAS	chr1	114716771	187.859
CCDC121	chr2	27628878	224.279
TOB1	chr17	50866354	599.335
PSG11	chr19	43026469	0.00536734
FAM210A	chr18	13726558	98.9024
DKK2	chr4	107036313	0.0369964
LINC01875	chr2	545804	0.024312
BCL7A	chr12	122021883	41.2352
HTR1A	chr5	63962445	0.0237856
CCDC102B	chr18	68715215	45.411
MFF	chr2	227325250	52.5439
SLC4A5	chr2	74343416	0.0545418
CLDN3	chr7	73770270	0.0166718
MIR6809	chr2	217900628	0.0333383
DNAJC3	chr13	95677138	188.297
SPACA4	chr19	48606741	0.149879
LINC02130	chr16	14370266	0.0615246
AKAP5	chr14	64465498	0.677946
SPECC1	chr17	20009358	13.5803
LOC100132078	chr11	111418186	0.0704096
CA11	chr19	48646187	15.3
LOC101928424	chr11	102452918	98.4929
C19orf73	chr19	49119143	45.8979
XRCC4	chr5	83077546	262.64
OR8H1	chr11	56291062	0.0733532
COMMD6	chr13	75537872	54.4433
H2AC18	chr1	149842750	0.00012448
MIR767	chrX	152393529	0.100775
OR5V1	chr6	29368865	0.0005453
TAF12	chr1	28643067	645.154
TOLLIP	chr11	1309632	38.4756
ZC3H11B	chr1	219613145	0.0163244
OGFR-AS1	chr20	62805587	0.839822
LOC441179	chr6	167795528	0.0241943
SNORD109B	chr15	25278342	0.0490583
MLNR	chr13	49220337	0.0432556
NEFL	chr8	24956612	0.0185143
LINC02889	chr7	17558909	0.0282608
GINS1	chr20	25407682	88.4796
XPR1	chr1	180632021	95.9333
PAQR4	chr16	2969347	26.8677
CYP2T1P	chr19	40811100	47.3643
DUSP4	chr8	29350684	1.76799
SLC24A3-AS1	chr20	19284596	0.0670028
OR5M9	chr11	56463401	0.022741
TRAF3IP2-AS1	chr6	111483471	208.127
SNORA70I	chr2	214846946	0.0269827
GLCCI1	chr7	7968795	136.67
VPS16	chr20	2840744	11.871
LOC102724152	chr6	163671484	0.240298
GRK4	chr4	2963570	86.5045
PRF1	chr10	70602788	0.64839
MIR383	chr8	14853510	0.0277118
LINC02423	chr12	118761679	0.0186743
VASH1	chr14	76761467	0.0856034
MISP	chr19	751111	0.0656031
DICER1	chr14	95158010	27.1071
FAM120A	chr9	93451695	58.4033
PPP1R14A	chr19	38256374	14.8579
PAQR5	chr15	69298911	0.0268575
GRM1	chr6	146027706	0.0687387
C2CD2L	chr11	119107343	54.4132
ZNF684	chr1	40531636	80.5498
LY96	chr8	73991328	0.00013871
MEOX1	chr17	43661563	0.00555279
LINC01847	chr5	159871384	0.0200191
LINC01028	chr17	70051270	0.526246
NEUROD6	chr7	31340726	0.0217066
LOC286437	chrX	104124632	0.123275
MBLAC2	chr5	90474771	267.618
TCF23	chr2	27149003	0.0180809
SH3BGRL	chrX	81202101	28.7788
GARRE1	chr19	34254553	148.909
UBE2MP1	chr16	35170391	0.00023
DEF8	chr16	89948754	9.79728
ACYP2	chr2	54115614	305.683
ARID5A	chr2	96536751	20.2985
MIR7848	chr8	133046581	0.00171631
ZNF343	chr20	2524522	116.968
SCGB3A1	chr5	180591499	0.0155413
OSBPL9	chr1	51729849	215.298
CSTF3-DT	chr11	33161656	174.705
PTCD2	chr5	72320366	433.298
H2AP	chrX	37990778	0.14533
SLC27A2	chr15	50182195	5.66316
MIR6859-2	chr1	17436	9.43812
GAS8-AS1	chr16	90029901	2.55622
CLPTM1	chr19	44954992	260.167
RNF14	chr5	141969104	324.86
ZNRF2P2	chr7	29685821	12.3958
SEPTIN7P14	chr4	119454782	202.044
ACOT7	chr1	6393767	194.558
OAZ3	chr1	151763479	149.261
LINC00205	chr21	45288051	54.4077
CCKBR	chr11	6259837	0.0372398
FOXP1-AS1	chr3	71289757	0.776863
SULT1A1	chr16	28610044	4.91119
LINC02679	chr10	79663185	0.0833815
AK3	chr9	4741202	91.3718
LOC100128494	chr11	72014290	18.5683
MTRNR2L9	chr6	61574129	0.0027006
CDIP1	chr16	4538773	0.050555
RTL8A	chrX	135052135	108.516
SH3RF3-AS1	chr2	109130119	0.00183444
ZNF345	chr19	36850885	9.42261
APOL3	chr22	36160755	0.0533937
SMIM17	chr19	56643158	0.00145677
FBXO3	chr11	33774520	22.6077
ZNF319	chr16	58000672	20.4013
SIGMAR1	chr9	34637787	51.1128
EXOC6	chr10	92831107	65.4537
DLGAP2-AS1	chr8	1621664	0.00891122
LOC90246	chr3	128507834	11.119
LOC102724096	chr6	4190029	0.193406
EFCC1	chr3	129001303	0.128492
PAX8-AS1	chr2	113235526	171.864
HEPH	chrX	66164246	34.8783
DCXR	chr17	82037697	311.11
LMO7DN	chr13	75871037	0.0105691
CALCOCO1	chr12	53727452	35.2628
SLC7A7	chr14	22815871	0.0357482
KARS1	chr16	75647665	350.041
MIR6894	chrX	53198945	13.5875
ESRRA	chr11	64306226	119.374
GPR153	chr1	6261098	0.14759
SNORA70F	chr2	164687777	0.00654576
MEGF9	chr9	120714470	52.2889
CTIF	chr18	48539030	13.665
PIK3C2B	chr1	204494805	1.4487
OR7D4	chr19	9214871	0.0107315
RPS2P32	chr7	23490387	14.4789
LINC00028	chr20	31485777	0.119669
ARNTL2	chr12	27332835	0.214717
LINC00888	chr3	183447607	196.329
MIR2909	chr17	37033744	0.892367
LINC00836	chr10	25651711	0.0903364
FIGNL1	chr7	50450350	54.2717
KCTD18	chr2	200510068	38.6051
ERO1A	chr14	52695558	14.0597
LOC107984341	chr11	67118348	0.00024234
ALS2	chr2	201780933	56.2388
ALAS1	chr3	52198159	66.3855
LINC01202	chr5	162001196	0.0244282
TTLL11	chr9	122093308	5.61156
TEMN3-AS1	chr4	181829973	0.00304772
CDC34	chr19	531759	22.8021
MYBPC3	chr11	47352702	0.154338
MIR23A	chr19	13836659	14.9578
LINC01124	chr2	170714567	13.5361
WFDC13	chr20	45702037	0.0396281
FEZF1	chr7	122304511	0.0213216
TMEM132D	chr12	129904025	0.00023
MIR922	chr3	197674576	3.04722
MIR6833	chr6	32179815	11.6823
FCGR1B	chr1	121087344	0.00023
LINC01880	chr2	242084138	0.00828526
LINC01467	chr14	81623061	0.00558298
ITPR1-DT	chr3	4493163	330.98
TTC8	chr14	88824650	43.9842
L3MBTL1	chr20	43514440	14.3192
CSE1L	chr20	49046311	603.924
IGSF1	chrX	131289306	1.17704
SLC25A44	chr1	156194103	134.574
ARLNC1	chr16	80892596	0.0444159
PAAF1	chr11	73876998	278.152
RGL1	chr1	183636108	106.948
CAPZA3	chr12	18738118	0.0300399
MIR6817	chr22	25455645	0.214556
KTI12	chr1	52033810	187.841
SUSD3	chr9	93058687	26.6131
BNC1	chr15	83283457	0.00340212
ANO9	chr11	442011	5.24913
MAN2B2	chr4	6575188	63.0377
LINC00824	chr8	128564679	0.0108586
LINC02299	chr14	96741190	0.0138886
OSGIN1	chr16	83953239	125.653
DLGAP1-AS3	chr18	3878179	0.065276
EIF4EBP1	chr8	38030533	66.9572
SLC14A2	chr18	45167962	0.0481128
EPM2A	chr6	145735520	152.309
LINC01803	chr2	219904889	0.00243135
LMNTD2	chr11	560738	51.1357
LOC105369391	chr11	75583195	28.2835
DCAF4L1	chr4	41981755	0.0564759
MIR4754	chr19	58386858	415.697
RERE-AS1	chr1	8424644	7.66263
CBLL2	chrX	22272912	0.00943243
BANP	chr16	87951433	24.0256
LINC01243	chr9	31381490	0.00023
ZNF774	chr15	90352283	31.029
TTTY21	chrY	6443433	0.00023
TTTY21	chrY	9721296	0.00023
CALCA	chr11	14972351	0.0412501
LOC102724084	chr16	80563135	0.0648614
CYP2J2	chr1	59926773	0.0460873
CLEC12B	chr12	10010626	0.0140747
PEAR1	chr1	156893717	0.0372512
MIR4322	chr19	10230412	1.3178
ATP7A	chrX	77910655	9.83025
MIR199B	chr9	128244830	0.43069
ASAP2	chr2	9206764	2.59542
MIR4463	chr6	75428406	0.00798446
FBXO42	chr1	16352480	156.752
LOC101927359	chr4	133149116	5.58448
TRIP11	chr14	92040059	315.588
PKN1	chr19	14440276	22.2267
VAMP3	chr1	7771295	100.001
LINC01848	chr5	109883181	0.0123083
LOC101927159	chr20	42685482	0.0251713
PACSIN2	chr22	43015176	177.483
PCNX2	chr1	233295725	0.709564
LOC101929279	chr10	30211851	0.0249092
SLC25A28	chr10	99620439	30.7805
WFDC10A	chr20	45629738	0.0160405
LOC441087	chr5	75717431	382.986
C21orf62	chr21	32813703	0.00605935
CLDN16	chr3	190290360	0.00872269
DUSP29	chr10	75073642	0.00052672
SNORD116-30	chr15	25108267	0.017221
ZNF608	chr5	124748824	0.0891847
CTD-2297D10.2	chr5	5140054	0.028772
LINC02055	chr8	136530797	0.00349212
TBCB	chr19	36114985	30.5012
OR8G5	chr11	124256375	0.00445728
EIF2AK2	chr2	37157047	13.4325
SEC23B	chr20	18507939	187.591
LINC02606	chr1	9428996	32.0732
LOC105372397	chr19	38596346	0.597318
SRSF4	chr1	29181900	303.116
LOC339862	chr3	17962551	0.146966
ANAPC1P6	chr2	106369744	0.0160249
SNAR-G2	chr19	49031787	0.00625148
HIPK2	chr7	139777998	5.45367
NDUFA6	chr22	42090772	201.448
C15orf62	chr15	40769979	9.12472
ADAM33	chr20	3682010	0.00863531
MIR548AZ	chr8	119325170	0.0291441
GSTO1	chr10	104254891	92.5002
PLOD1	chr1	11934716	145.071
GPC6-AS2	chr13	93858473	0.00221396
ALOX12B	chr17	8087716	0.00614419
FAM156B	chrX	52957659	0.00023
FAM156B	chrX	52897340	0.00023
FAM156B	chrX	52958473	0.00023
FAM156B	chrX	52891591	0.00023
FAM156B	chrX	52964222	0.00023
FAM156B	chrX	52898566	0.00023
FAM156B	chrX	52957247	0.00023
FAM156B	chrX	52897295	0.00023
FAM156B	chrX	52958518	0.00023
FAM156B	chrX	52897340	0.00023
FAM156B	chrX	52958473	0.00023
FAM156B	chrX	52891591	0.00023
FAM156B	chrX	52964222	0.00023
FAM156B	chrX	52896940	0.00023
FAM156B	chrX	52958873	0.00023
FAM156B	chrX	52899058	0.00023
FAM156B	chrX	52956755	0.00023
FAM156B	chrX	52898154	0.00023
FAM156B	chrX	52897340	0.00023
FAM156B	chrX	52958473	0.00023
TPPP3	chr16	67393498	2.5254
NIM1K	chr5	43192851	0.0629397
LANCL1-AS1	chr2	210324711	0.00102796
FBXO47	chr17	38967403	0.0420669
CASP4	chr11	104968574	0.0899827
MIR633	chr17	62944214	0.0299845
MIR525	chr19	53697532	0.0101557
WDR92	chr2	68157527	43.8006
PKD2	chr4	88007634	0.186022
ARMC4	chr10	27998897	0.0538645
FAM227B	chr15	49620818	180.494
HCG26	chr6	31471228	0.00493044
MIR1199	chr19	14073360	5.72362
LINC01141	chr1	20428794	0.0740566
BEND4	chr4	42152655	0.00317428
FKRP	chr19	46746056	22.1241
MTSS1	chr8	124728473	0.00075245
GNG5	chr1	84506581	333.289
SCYL3	chr1	169893959	149.251
ATM	chr11	108222831	340.884
MIR526A1	chr19	53706251	0.00205224
COL14A1	chr8	120125101	0.0154855
LINC01443	chr18	14946266	0.00023
SNORD80	chr1	173864903	129.748
LOC100506444	chr4	53695900	0.136882
CT47A8	chrX	120946879	0.00023
CT47A8	chrX	120951740	0.00023
CT47A8	chrX	120985784	0.00023
CT47A8	chrX	120932297	0.00023
CT47A8	chrX	120937158	0.00023
CT47A8	chrX	120942019	0.00023
CT47A8	chrX	120966344	0.00023
CT47A8	chrX	120971204	0.00023
CT47A8	chrX	120976064	0.00023
CT47A8	chrX	120980924	0.00023
CARD9	chr9	136373669	118.265
STUB1	chr16	680409	76.6532
SF3B2	chr11	66052363	141.559
ZFP30	chr19	37655465	65.5513
ZPLD2P	chr1	26225319	0.0253875
ZBTB14	chr18	5297053	80.8621
NINJ2-AS1	chr12	630890	0.0982545
LINC02278	chr4	38564002	0.0189436
C9orf147	chr9	112487644	2.1611
TRIM52	chr5	181261143	186.187
BTBD19	chr1	44808481	52.9293
UST-AS1	chr6	148964684	0.011575
TMEM17	chr2	62506195	82.5287
SRD5A3-AS1	chr4	55385580	0.0012528
GPR31	chr6	167157980	0.00832184
MS4A12	chr11	60492777	0.0820323
GTF2A2	chr15	59657515	191.901
STMN3	chr20	63653610	42.7065
RCC2	chr1	17439677	119.876
GPCPD1	chr20	5611006	47.563
SYCE3	chr22	50562919	11.2521
ZNF660-ZNF197	chr3	44584963	2.23045
C15orf54	chr15	39250668	0.106961
LINC01544	chr18	61748175	0.0174176
TRIM43	chr2	95592000	0.00703287
