gene_name	chr	strand	gene_start	gene_end
LSP1P5	chr1	+	144718170	144740806
MIR654	chr14	+	101040218	101040299
ZNF264	chr19	+	57191499	57222846
PMS2P3	chr7	-	75507746	75528123
CDH13	chr16	+	82626968	83800640
FAM166B	chr9	-	35561830	35563878
FADS6	chr17	-	74877310	74893633
SDC4	chr20	-	45325288	45348424
HS6ST2-AS1	chrX	+	132667641	132669887
CA4	chr17	+	60149972	60179021
COX6A1	chr12	+	120438112	120440730
SLIT3-AS1	chr5	+	169013226	169037998
TMED7	chr5	-	115613209	115626036
ZFP91	chr11	+	58579062	58621550
CSF3R	chr1	-	36466042	36482913
PRSS50	chr3	-	46712116	46717869
IMP3	chr15	-	75639092	75640224
HID1-AS1	chr17	+	74970688	74975728
IL15	chr4	+	141636582	141733987
TJP3	chr19	+	3721736	3750813
OR2A2	chr7	+	144109582	144110539
CCL21	chr9	-	34709004	34710136
C9orf85	chr9	+	71911638	71973455
GPC6	chr13	+	93226806	94408019
CYP27A1	chr2	+	218782146	218815293
PRKXP1	chr15	-	100547751	100559283
DTWD2	chr5	-	118836073	118988547
SALL3	chr18	+	78980274	78998969
LINC00364	chr13	+	67372386	67379994
VPS33B	chr15	-	90998672	91022594
VAMP8	chr2	+	85577585	85582031
UGT2B10	chr4	+	68815993	68832023
OXCT2P1	chr1	+	39514865	39516669
MIR3120	chr1	+	172138807	172138888
MANSC1	chr12	-	12326055	12350242
DGKQ	chr4	-	958886	973569
ZNF384	chr12	-	6666476	6689375
RGPD6	chr2	-	110513801	110611056
RGPD6	chr2	-	110513801	110576900
RGPD6	chr2	-	110538487	110578732
RGPD6	chr2	+	109794608	109857705
RGPD6	chr2	+	109760671	109857705
RGPD6	chr2	+	109760438	109857705
RGPD6	chr2	+	109792757	109857705
RGPD6	chr2	-	110513801	110578732
RGPD6	chr2	-	110513801	110610840
RGPD6	chr2	+	109792757	109833019
SEH1L	chr18	+	12947983	12987536
GOLGA8R	chr15	-	30400561	30414260
LOC101929315	chr8	-	24490311	24514868
MIR6834	chr6	+	33290244	33290325
KRT73	chr12	-	52607569	52618559
ABCC3	chr17	+	50634880	50692253
MIR523	chr19	+	53698384	53698471
LOC729867	chr1	-	160202198	160208869
USP17L24	chr4	+	9325164	9326757
USP17L24	chr4	+	9329910	9331503
USP17L24	chr4	+	9334657	9336250
USP17L24	chr4	+	9339402	9340995
USP17L24	chr4	+	9344147	9345740
USP17L24	chr4	+	9348892	9350485
USP17L24	chr4	+	9353637	9355230
USP17L24	chr4	+	9363128	9364721
TMC2	chr20	+	2536572	2643580
MIR424	chrX	-	134546613	134546711
LINC01099	chr4	-	177812045	177907936
ARMT1	chr6	+	151452257	151470099
C5-OT1	chr9	-	120942251	120952831
GABRA1	chr5	+	161848555	161899971
MIR7851	chr12	-	42323699	42323859
HTR3D	chr3	+	184032830	184039369
LINC00658	chr20	-	5431956	5445748
MAP2K1	chr15	+	66386911	66491544
GLIS1	chr1	-	53506238	53739164
LINC02648	chr10	+	6618715	6639781
LINC02712	chr11	+	127271069	127337033
UBE2E4P	chrX	+	14244264	14245423
ZNF30-AS1	chr19	-	34923014	34926826
SLC22A20P	chr11	+	65213839	65242757
FRA10AC1	chr10	-	93667882	93702572
TTTY12	chrY	+	7804923	7810682
BAZ1B	chr7	-	73440406	73522293
C1orf131	chr1	-	231223764	231241175
MIR155HG	chr21	+	25562144	25575168
OR5K4	chr3	+	98353853	98354819
PPIL3	chr2	-	200870906	200889077
LINC01017	chr5	-	3496371	3504004
SNAR-C1	chr19	+	47955681	47955801
ACBD4	chr17	+	45132618	45144176
LOC105375075	chr6	-	44546160	44551881
ADAM8	chr10	-	133262422	133276868
LRP8	chr1	-	53242369	53328070
E2F7	chr12	-	77021250	77065569
SNORA88	chr11	-	32143741	32143912
ARHGEF1	chr19	+	41884442	41907452
OTUB1	chr11	+	63985852	63998420
E2F4	chr16	+	67192154	67198918
GOLGA2	chr9	-	128255828	128275952
OTOL1	chr3	+	161496807	161503942
MVP	chr16	+	29820393	29848039
LIMD1	chr3	+	45594750	45686340
SLC5A4-AS1	chr22	+	32205114	32273615
KRTAP4-2	chr17	-	41177445	41178221
CD3G	chr11	+	118344343	118355161
MIR548H3	chr17	-	13543528	13543646
OCM2	chr7	-	97984700	97990104
CAPSL	chr5	-	35904295	35938779
SRXN1	chr20	-	646623	653200
PSG4	chr19	-	43192701	43205638
PAUPAR	chr11	+	31826566	31829303
MIGA2	chr9	+	129036625	129072082
PTCHD1-AS	chrX	-	22193004	23293146
FBXL14	chr12	-	1565992	1594581
ATP1B1	chr1	+	169106689	169132719
SNX7	chr1	+	98661720	98760500
LOC649133	chr11	-	120249758	120265932
PECAM1	chr17	-	64319415	64390860
LINC01255	chr18	+	11488569	11506983
PRNCR1	chr8	+	127079873	127092595
NAP1L1	chr12	-	76044744	76084685
ZBTB7C	chr18	-	48026671	48375627
SUV39H1	chrX	+	48696733	48709015
RAB4A	chr1	+	229271061	229305893
TCEAL5	chrX	-	103273690	103276750
H2BC6	chr6	+	26183760	26184230
SLC17A2	chr6	-	25912755	25930691
POLDIP3	chr22	-	42583720	42614962
BET1	chr7	-	93993244	94004355
SENP3-EIF4A1	chr17	+	7561991	7579006
ST3GAL1	chr8	-	133454847	133571887
HYDIN	chr16	-	70802083	71230722
CCDC191	chr3	-	113964136	114056613
CFAP410	chr21	-	44328943	44339390
OR8K3	chr11	+	56318306	56319245
ANKRD19P	chr9	+	92809610	92838457
UNC13D	chr17	-	75827225	75844404
MAGEC2	chrX	-	142202341	142205290
GALNT13	chr2	+	153871921	154453979
PTOV1	chr19	+	49850704	49860742
MIR4436A	chr2	+	88812369	88812454
PLPPR2	chr19	+	11355431	11365698
HECA	chr6	+	139135079	139180802
LINC01299	chr8	-	65527007	65562666
SLCO4C1	chr5	-	102233985	102296284
INPP5J	chr22	+	31122965	31134697
LINC01877	chr2	+	199608067	199659132
LINC00334	chr21	+	45234339	45258730
LOC102723883	chr6	+	68055350	68060502
DBT	chr1	-	100186918	100249834
SF3B5	chr6	-	144094883	144095573
TP53TG1	chr7	-	87325347	87345492
UGT2B28	chr4	+	69280474	69295050
HMGCS2	chr1	-	119748002	119768905
SRRM1	chr1	+	24643301	24673281
SNORA53	chr12	+	98599634	98599884
SEC11C	chr18	+	59139883	59158831
PC	chr11	-	66848419	66958383
LOC283045	chr10	-	62339587	62375127
MAPRE3	chr2	+	26970636	27027219
NCKAP5-AS2	chr2	+	133266194	133284758
ATP5MG	chr11	+	118401388	118409847
GLRX3	chr10	+	130136374	130180382
LINC01168	chr10	+	132965533	132976497
FAM184B	chr4	-	17629305	17781621
SNORA11F	chr10	-	73126079	73126207
ITLN2	chr1	-	160945024	160954809
CDK6-AS1	chr7	+	92836482	92917187
LINC01491	chr15	-	47803383	47846236
TIMP4	chr3	-	12153067	12158912
ISG20	chr15	+	88639015	88656483
CTXN2	chr15	+	48191664	48203756
SCAMP3	chr1	-	155255980	155262360
YAP1	chr11	+	102112447	102233424
KRTAP12-1	chr21	-	44681575	44682163
MUC16	chr19	-	8848843	8981342
ZNF140	chr12	+	133080202	133107672
ARRDC1	chr9	+	137605639	137615360
LINC02037	chr3	+	194247647	194257772
PCDH18	chr4	-	137518919	137532494
SPP2	chr2	+	234050701	234077134
EPHA3	chr3	+	89107620	89400345
LOC284865	chr22	-	20198728	20204918
CENPVL3	chrX	-	51617020	51618912
GGTLC1	chr20	-	23985052	23986875
ISLR2	chr15	+	74129654	74136802
C4B	chr6	+	32014794	32035418
C4B	chr6	+	31982056	32002681
LINC01695	chr21	-	28116093	28228667
PIAS3	chr1	-	145848521	145859081
RNVU1-14	chr1	+	145281115	145281279
OR5D16	chr11	+	55838751	55839738
MIR6736	chr1	-	145850586	145850645
CEP170P1	chr4	+	118516324	118554204
PON1	chr7	-	95297675	95324532
MIR12135	chr15	+	73299909	73299978
FOXD3-AS1	chr1	-	63320883	63322458
LOC101928417	chr16	-	82953229	82990298
TUBB6	chr18	+	12308240	12326616
SH2D4A	chr8	+	19313569	19396218
TAS1R2	chr1	-	18839598	18859660
DCSTAMP	chr8	+	104339795	104356689
C17orf100	chr17	+	6651761	6653476
PHF8	chrX	-	53936679	54044473
RPS6	chr9	-	19375715	19380236
NCDN	chr1	+	35557791	35566779
TBC1D10A	chr22	-	30291989	30326941
ESPNL	chr2	+	238100339	238133287
LOC101927919	chr6	-	117672812	117675284
AXL	chr19	+	41226754	41261767
RRS1-AS1	chr8	-	66419586	66428977
BLOC1S5-TXNDC5	chr6	-	7881249	8064414
TRIM65	chr17	-	75888962	75896951
MIR6792	chr19	+	7617438	7617505
CPLX4	chr18	-	59295403	59318649
RBM15	chr1	+	110339376	110346675
MIR196A2	chr12	+	53991737	53991847
LINC01668	chr21	-	42777818	42779994
UGT1A4	chr2	+	233718735	233773300
LYPLA1	chr8	-	54046366	54101947
SPATA16	chr3	-	172889356	173141235
PRELID2	chr5	-	145756343	145835342
NDC80	chr18	+	2571556	2616635
MIR8069-2	chr21	+	6859170	6859256
MIR8069-2	chr21	+	13724188	13724274
MIR8069-2	chrUn_GL000213v1	-	25282	25368
FAM71B	chr5	-	157161845	157166264
NIF3L1	chr2	+	200889384	200903932
SNORD161	chr4	+	78288984	78289050
C16orf87	chr16	-	46796602	46831048
MFSD8	chr4	-	127917731	127965173
FAM133CP	chr10	+	58715014	58717533
ANKRD7	chr7	+	118224703	118242730
FAM41AY2	chrY	+	17500957	17516742
FAM41AY2	chrY	-	18389269	18405046
SFI1	chr22	+	31496535	31618588
SDHAF2	chr11	+	61430123	61446732
GET1-SH3BGR	chr21	+	39380325	39515501
SMOC1	chr14	+	69879415	70032366
TTLL2	chr6	+	167325085	167342688
FAM126A	chr7	-	22934230	23014130
BCAS3	chr17	+	60677850	61392831
PRRC2B	chr9	+	131373650	131500193
MIR1228	chr12	+	57194503	57194576
MAGEH1	chrX	+	55452126	55453566
DLX1	chr2	+	172085506	172089673
RET	chr10	+	43104731	43127614
ALG1L9P	chr11	-	71794362	71813859
LINC01000	chr7	+	128641240	128660998
SHARPIN	chr8	-	144098636	144103773
TMEM74	chr8	-	108606849	108787594
NEUROG2-AS1	chr4	+	112515378	112546884
LAMC1-AS1	chr1	-	183138402	183141270
ARHGEF40	chr14	+	21070303	21090247
MIR503	chrX	-	134546327	134546398
LINC01728	chr20	+	43894717	43895471
CUTA	chr6	-	33416441	33418107
FGF12-AS2	chr3	+	192515021	192516573
EBLN1	chr10	-	22208813	22209983
ENTPD3	chr3	+	40387183	40428744
ZFX	chrX	+	24149644	24216255
MIR1468	chrX	-	63786001	63786087
CTNND1	chr11	+	57761801	57819540
TNRC18P1	chr4	-	140641190	140643080
BLOC1S4	chr4	+	6716173	6717662
RPL21P28	chr1	-	212051485	212052051
MLYCD	chr16	+	83899114	83927031
CCNYL3	chr16	-	34351499	34381480
CCNYL3	chr16	+	35030348	35060328
TTC16	chr9	+	127716078	127731590
TEX30	chr13	-	102765887	102773786
LINC01926	chr18	+	58813879	58834366
LRRC46	chr17	+	47831669	47837718
MKRN9P	chr12	-	87782885	87784711
SRGAP3-AS2	chr3	+	9192492	9194453
TAB1	chr22	+	39399779	39437130
OR10H5	chr19	+	15794048	15794996
ATP5F1C	chr10	+	7788176	7807799
MIR1204	chr8	+	127795961	127796028
FAM74A6	chr9	+	60929781	60935727
FAM74A6	chr9	+	61205405	61211350
LINC00886	chr3	-	156747342	156817062
RNF214	chr11	+	117232670	117286454
CCDC89	chr11	-	85683847	85686195
RNA18SN2	chr21	+	8209630	8211499
RNA18SN2	chr21	+	8392665	8394534
RNA18SN2	chr21	+	8436875	8438744
RNA18SN2	chr22_KI270733v1_random	+	125930	127799
RNA18SN2	chrUn_GL000220v1	+	109077	110946
SLC16A7	chr12	+	59689369	59789840
CEBPA	chr19	-	33299933	33302564
FLJ20712	chr7	+	33725980	33728604
SYT10	chr12	-	33374237	33439819
ASL	chr7	+	66075818	66093573
KAT2A	chr17	-	42113110	42121367
DNM1L	chr12	+	32679300	32745650
ADAL	chr15	+	43330671	43354569
KCNA7	chr19	-	49067417	49072941
LINC01291	chr2	+	74909130	74938418
SLITRK5	chr13	+	87673223	87679615
LOC114841040	chr22	-	40043129	40044530
MIR194-2HG	chr11	-	64888457	64893449
VSTM1	chr19	-	54040825	54063953
VSTM1	chr19	-	54040825	54063897
VSTM1	chr19	-	54040825	54063953
SRP14	chr15	-	40035689	40039202
DYNC1I1	chr7	+	95772505	96110322
CCDC115	chr2	-	130337932	130342681
HTR6	chr1	+	19664874	19680966
UBAP1	chr9	+	34179042	34252523
MYO3B-AS1	chr2	-	170340516	170350943
MIR12125	chr5	+	168165844	168165929
ESD	chr13	-	46771255	46797161
RBM28	chr7	-	128297684	128343908
CEP135	chr4	+	55948944	56033361
UBE2I	chr16	+	1309151	1327017
MIR1913	chr6	-	166509353	166509433
MIR19B2	chrX	-	134169670	134169766
MRPL45	chr17	+	38297022	38323218
KNTC1	chr12	+	122527248	122626396
LOC283387	chr12	-	57869834	57896482
SNORD62B	chr9	+	131485664	131485750
SCART1	chr10	+	133453927	133469183
LINC01147	chr14	-	88018604	88026312
MIR4526	chr18	+	13611113	13611200
FANCG	chr9	-	35073838	35079942
ARF3	chr12	-	48935722	48957487
LINC00840	chr10	+	43859410	43895433
C12orf56	chr12	-	64264761	64390758
MIR372	chr19	+	53787889	53787956
PRSS8	chr16	-	31131432	31135727
TMEM200C	chr18	-	5889412	5895954
TRIM69	chr15	+	44736527	44767827
MIR548AW	chr9	+	132945706	132945771
LINC02669	chr10	-	3433511	3502838
CTAG1B	chrX	-	154617608	154619271
ID2	chr2	+	8682055	8684461
SCRN2	chr17	-	47837691	47841273
LINC01991	chr3	-	187958774	187976407
ECHS1	chr10	-	133362484	133373354
GJB4	chr1	+	34759739	34762327
UGT2A3	chr4	-	68928463	68951804
ZNF20	chr19	-	12131352	12140350
ELFN1-AS1	chr7	-	1738630	1742310
IGIP	chr5	+	140125936	140129392
H1-2	chr6	-	26055739	26056470
CDC42BPA	chr1	-	226989857	227318492
B3GAT1-DT	chr11	+	134436481	134505661
LOC100506274	chr2	+	7421260	7450250
BBS2	chr16	-	56470402	56520024
POC1B	chr12	-	89419720	89525430
POGZ	chr1	-	151402723	151459494
DDOST	chr1	-	20651777	20661369
IER2	chr19	+	13150410	13154911
SLC7A11-AS1	chr4	+	138089013	138178177
NTHL1	chr16	-	2039819	2047834
HDHD3	chr9	-	113373415	113376986
MIR3658	chr1	+	165907920	165907976
PEX2	chr8	-	76980257	77000288
A1BG	chr19	-	58345182	58353492
SNORD53B	chr2	+	28927982	28928060
GK5	chr3	-	142157526	142225585
YARS1	chr1	-	32775238	32818032
TOX2	chr20	+	43945895	44069614
PRIMPOL	chr4	+	184649737	184694951
HAL	chr12	-	95972661	95996365
HAL	chr12	-	95972661	95996344
PODNL1	chr19	-	13931186	13953392
C22orf42	chr22	-	32149005	32159303
STIL	chr1	-	47250138	47314147
DUX4	chr4	+	190065228	190065926
DUX4	chr4	+	190065228	190066151
LINC01548	chr21	-	33165469	33170236
MLPH	chr2	+	237486409	237555322
CCBE1	chr18	-	59430938	59697423
SHISAL2A	chr1	+	52633167	52669118
LINC01856	chr2	+	129923176	129946703
POU4F3	chr5	+	146338838	146341728
PTGES3L-AARSD1	chr17	-	42950525	42980528
LINC01002	chr19	-	197015	202209
C21orf91-OT1	chr21	-	17777403	17792509
ZFPM1	chr16	+	88453279	88537031
LOC102723692	chr16	+	17134503	17138732
PFKFB4	chr3	-	48517683	48556803
ZNF550	chr19	-	57541837	57559863
TRMT61A	chr14	+	103529195	103537073
LOC101929066	chr8	+	18084867	18097651
PTENP1	chr9	-	33673503	33677420
RITA1	chr12	+	113185525	113192368
DDX11L2	chr2	-	113599027	113603717
LOC101929488	chr8	+	57343786	57364856
C16orf86	chr16	+	67666813	67668754
LDLRAP1	chr1	+	25543605	25568886
MIR4477B	chr20	+	29880383	29880463
LINC00588	chr8	+	57279542	57284731
CAPZB	chr1	-	19338774	19485539
MIR6126	chr16	-	3485380	3485469
RPL32P3	chr3	-	129382833	129399439
PCDHB15	chr5	+	141245394	141249365
STAG3L5P	chr7	+	100336078	100341328
LINC02471	chr12	+	40156238	40167847
YIPF4	chr2	+	32277903	32316594
BPY2C	chrY	+	22984262	23005463
BPY2C	chrY	-	25030900	25052104
BPY2C	chrY	+	24618003	24639205
LINC02569	chr6	+	30516265	30519580
LOC101927839	chr17	+	2232677	2233610
PSORS1C3	chr6	-	31173734	31186317
SLC25A48-AS1	chr5	-	135648682	135653935
P3H4	chr17	-	41801952	41811949
STX16	chr20	+	58651282	58679526
MAP1A	chr15	+	43517607	43531611
DGCR6	chr22	+	18906319	18912088
DGCR6	chr22_KI270734v1_random	+	131590	137393
ZNF624	chr17	-	16620733	16653850
ZNF607	chr19	-	37696370	37719761
SELENOKP3	chr6	+	118782707	118783418
DNAJB12	chr10	-	72332834	72354919
S1PR5	chr19	-	10512741	10517447
CEACAM20	chr19	-	44506158	44529675
FCGR2B	chr1	+	161663114	161678654
UBAC2	chr13	+	99200853	99386503
GRK5	chr10	+	119207570	119459745
LOC101928516	chr6	+	74069450	74690727
H1-4	chr6	+	26156328	26157115
EZR-AS1	chr6	+	158817978	158822239
AURKAIP1	chr1	-	1373735	1375207
SGO1-AS1	chr3	+	20174285	20186115
SLC43A2	chr17	-	1569267	1628834
TMX3	chr18	-	68696935	68715108
ANXA4	chr2	+	69643807	69827112
SLC52A3	chr20	-	760079	775985
MIR146A	chr5	+	160485351	160485450
ADCY1	chr7	+	45574367	45723115
LINC00567	chr13	-	110809675	110813084
CRYGB	chr2	-	208142572	208146158
ZNF92	chr7	+	65373854	65401136
TBC1D32	chr6	-	121079493	121334729
WBP11P1	chr18	+	32511662	32514634
ELOB	chr16	-	2771413	2777280
MIR323B	chr14	+	101056218	101056300
FAM222A	chr12	+	109713824	109770495
CRMP1	chr4	-	5820763	5887813
HOXB7	chr17	-	48607232	48611017
SNHG17	chr20	-	38420587	38435377
STK24	chr13	-	98450198	98577151
KRTAP26-1	chr21	-	30319123	30320315
LINC00242	chr6	-	169788789	169798825
DNAJC17	chr15	-	40765160	40807473
DNPH1	chr6	-	43225628	43229481
DPP9	chr19	-	4675226	4723842
RAB30-DT	chr11	+	83072065	83073712
TMEM82	chr1	+	15742498	15747982
PITPNA-AS1	chr17	+	1516918	1518096
TTC39C	chr18	+	24014753	24135600
MIR4759	chr21	+	26953960	26954043
RELN	chr7	-	103471788	103989658
E2F6	chr2	-	11444374	11466177
CHERP	chr19	-	16517893	16542437
KCP	chr7	-	128876864	128910709
C15orf61	chr15	+	67521130	67530145
OR4N4C	chr15	+	21638578	21653033
PYHIN1	chr1	+	158931551	158977059
MGC27382	chr1	+	78229598	78369462
LOC101928254	chr7	-	125229578	125264291
CD5	chr11	+	61102488	61127851
TEAD4	chr12	+	2959934	3040676
CCDC117	chr22	+	28772694	28789295
RP1	chr8	+	54616095	54630834
THAP10	chr15	-	70881341	70892433
PLIN5	chr19	-	4522530	4535224
SNORA11C	chrX	+	47388649	47388776
PARVG	chr22	+	44172955	44208469
AWAT2	chrX	-	70040541	70049938
RNA5S4	chr1	-	228621444	228621565
CLCF1	chr11	-	67364167	67373598
CYP26A1	chr10	+	93073474	93077884
LINC01939	chr2	-	900215	905451
BPIFA3	chr20	+	33217351	33227806
RPP40	chr6	-	4994716	5004037
MRTFA	chr22	-	40410288	40636719
LINC02210-CRHR1	chr17	+	45620345	45835828
SCGB1D1	chr11	+	62190215	62193539
NPY2R	chr4	+	155173722	155217076
CDC7	chr1	+	91501107	91525764
ZNF436-AS1	chr1	+	23368970	23371837
REN	chr1	-	204154818	204166337
ADAMTS8	chr11	-	130404922	130428609
SST	chr3	-	187668914	187670394
ESPNP	chr1	-	16691217	16720157
VSIG1	chrX	+	108044969	108079184
PSD	chr10	-	102402616	102419934
HDDC2	chr6	-	125275349	125301967
MRPS36	chr5	+	69217759	69230158
CWC22	chr2	-	179944875	180007106
LINC00484	chr9	+	91119061	91182762
MROH8	chr20	-	37128820	37179548
SNHG31	chr2	+	214810228	214963605
MPP2	chr17	-	43875360	43900624
LINC02145	chr5	-	6310440	6337292
NOLC1	chr10	+	102152175	102163871
GFI1	chr1	-	92473044	92486100
MIR5704	chr3	-	131985854	131985931
MIR3134	chr3	-	15697297	15697371
SHANK1	chr19	-	50659254	50719802
LOC728715	chr12	-	9397056	9407414
OR2AK2	chr1	+	247965331	247966339
CFAP45	chr1	-	159872363	159900165
MIR4790	chr3	-	5250176	5250255
LOC101928622	chr4	-	33896340	34039893
NEK11	chr3	+	131026876	131350465
LINC02532	chr6	-	106746345	106787541
VWCE	chr11	-	61258285	61295316
RTN4IP1	chr6	-	106570770	106629498
MIR548F3	chr5	-	110513828	110513915
IZUMO3	chr9	-	24543214	24545676
IZUMO3	chr9	-	24542951	24545897
LOC100129307	chr13	-	77661373	77662803
NCEH1	chr3	-	172630248	172711067
ATP5F1D	chr19	+	1241750	1244825
LINC02393	chr12	+	127881616	127898639
INTS4	chr11	-	77878719	77994668
ECT2L	chr6	+	138796110	138904070
OR2L3	chr1	+	248060681	248061620
TNFRSF12A	chr16	+	3020367	3022382
TIGD7	chr16	-	3298807	3305430
BRD7	chr16	-	50315956	50368988
C8orf48	chr8	+	13566868	13568288
MIR1297	chr13	-	54311971	54312048
NDP-AS1	chrX	+	43949731	43971552
MIR5587	chr16	+	535315	535368
MAP4	chr3	-	47850694	48088848
LIPK	chr10	+	88706248	88752776
TOMM70	chr3	-	100363430	100401089
LOC106699570	chr16	+	66751751	66754742
MTURN	chr7	+	30134985	30162762
CRIM1	chr2	+	36355777	36551135
LOC101930071	chr19	+	42397127	42408452
OR2T10	chr1	-	248592829	248593768
IAH1	chr2	+	9474550	9489727
OR1A2	chr17	+	3197516	3198448
SNORA87	chr10	+	113045354	113045576
MIR450B	chrX	-	134540184	134540262
RFPL4B	chr6	+	112347329	112351294
GFAP	chr17	-	44905625	44915500
CREG1	chr1	-	167541013	167553762
LOC105374960	chr6	+	19449820	19459348
HKDC1	chr10	+	69220331	69267551
UBXN2B	chr8	+	58411360	58451501
MIR425	chr3	-	49020147	49020234
LINC01992	chr17	-	27928923	27991707
PRH2	chr12	+	10929235	10934845
LINC01603	chr8	-	69424870	69448244
RAB44	chr6	+	36697825	36733184
UBE2D3	chr4	-	102794382	102827551
MIRLET7F2	chrX	-	53557191	53557274
CYP20A1	chr2	+	203239017	203306026
SH2D3A	chr19	-	6752161	6767435
MIR4797	chr3	-	197293877	197293948
ATG101	chr12	+	52069977	52077495
TPRA1	chr3	-	127571231	127598231
LINC00922	chr16	-	65284498	65576300
FCGBP	chr19	-	39863322	39934626
MIR4776-2	chr2	-	212926256	212926336
TMEM262	chr11	-	65088375	65089110
SLC9C2	chr1	-	173500459	173603072
YIPF1	chr1	-	53851732	53889797
BLOC1S2	chr10	-	100273292	100286680
GPR101	chrX	-	137023928	137033995
LRRN4CL	chr11	-	62686405	62689530
SERPINA6	chr14	-	94304247	94323336
CENPBD1	chr16	-	89969774	89972832
RPS6KL1	chr14	-	74903950	74923260
NUP43	chr6	-	149724315	149746529
AS3MT	chr10	+	102869469	102901898
CCR1	chr3	-	46201710	46208313
CELA1	chr12	-	51328441	51346679
LAD1	chr1	-	201380832	201399324
CATSPERD	chr19	+	5720636	5778734
MIRLET7F1	chr9	+	94176346	94176433
NPY5R	chr4	+	163343846	163351934
CIRBP	chr19	+	1269331	1274880
TTTY10	chrY	-	20465667	20519228
LOC101926934	chr6	-	46670443	46687833
PRAMEF20	chr1	+	13410449	13421328
CFAP58	chr10	+	104353832	104455102
ZFHX3	chr16	-	72782886	73059021
MDC1-AS1	chr6	+	30703066	30713184
CHRNA9	chr4	+	40335332	40355217
LEMD2	chr6	-	33771212	33789130
SLC40A1	chr2	-	189560589	189580786
MIR570HG	chr3	+	195688497	195711875
LINC02349	chr15	+	61729917	61731389
ATP6V0E1	chr5	+	172983770	173035445
DTHD1	chr4	+	36281615	36347511
DCAF11	chr14	+	24114696	24125242
ZNF205	chr16	+	3112585	3120517
GOLGA8EP	chr15	-	22424672	22438026
DSCR4	chr21	-	38054010	38121360
AFAP1L2	chr10	-	114294823	114404778
CWF19L2	chr11	-	107326345	107457846
CSNK2B	chr6	+	31665879	31670070
NOSTRIN	chr2	+	168802636	168865514
SCFD2	chr4	-	52872983	53366061
TTC32	chr2	-	19896630	19901983
SBSN	chr19	-	35523366	35528311
LRRC37A5P	chr9	-	111602830	111613553
TTC29	chr4	-	146706637	146945886
ADD3	chr10	+	110007983	110135565
CCL26	chr7	-	75769537	75772211
DVL1	chr1	-	1335277	1349418
RBMY3AP	chrY	-	9610720	9615153
MARK2	chr11	+	63888536	63911020
TEX50	chr1	+	173635337	173637130
RTF1	chr15	+	41417103	41483563
PTPN13	chr4	+	86594314	86815159
RPL23A	chr17	+	28719984	28724359
ANKRD55	chr5	-	56099679	56233330
TPRXL	chr3	+	13937306	14065981
BAALC	chr8	+	103140724	103230305
SLC43A3	chr11	-	57406953	57427121
DFFB	chr1	+	3857266	3885429
NLGN4Y-AS1	chrY	-	14793641	14804033
MIR4469	chr8	-	42896196	42896275
TTC17	chr11	+	43358919	43494929
LINC02000	chr3	-	134055249	134057648
KCNMB1	chr5	-	170374670	170389367
OLFM1	chr9	+	135087259	135121184
MUC5B-AS1	chr11	-	1242260	1249676
GPR119	chrX	-	130384344	130385537
COX19	chr7	-	964851	975549
LINC02324	chr14	-	65212892	65222347
SYNGAP1	chr6	+	33420064	33453689
DXO	chr6	-	31969814	31972138
PRSS2	chr7	+	142770942	142774564
STX1A	chr7	-	73699209	73719669
LOC101929555	chr6	-	40878885	41023280
OR10G4	chr11	+	124015574	124016510
OR10AD1	chr12	-	48202338	48203292
MIR3126	chr2	+	69103681	69103755
SNORA18	chr11	-	93733465	93733597
NECAB1	chr8	+	90791774	90959393
CATSPER4	chr1	+	26190601	26202964
ZASP	chr7	-	100574010	100575219
SBK1	chr16	+	28292524	28323849
CCDC148-AS1	chr2	+	158166649	158236169
CREBL2	chr12	+	12611875	12645108
FAM167A-AS1	chr8	+	11368401	11438657
MICB-DT	chr6	-	31479917	31494794
CIC	chr19	+	42268529	42295796
PALM	chr19	+	708934	748329
KIF26B	chr1	+	245154984	245709432
ASB4	chr7	+	95485942	95540233
MIR877	chr6	+	30584331	30584417
VN1R3	chr16	-	31807584	31808853
UBE2T	chr1	-	202331656	202341936
MMP24OS	chr20	-	35276353	35278122
KCNA10	chr1	-	110517216	110519175
DDX39A	chr19	-	14408797	14419341
LINC00545	chr13	+	30882561	30883395
C1QTNF6	chr22	-	37180165	37199423
FBH1	chr10	+	5889571	5937595
IL36B	chr2	-	113027432	113052867
MTREX	chr5	+	55307988	55425579
LOC101927571	chr18	-	22723490	22786837
SNORD35A	chr19	+	49491174	49491260
LINC01690	chr21	+	32958887	32960564
PDGFA	chr7	-	497259	519844
LOC100129697	chr16	+	88939270	88953782
CD300C	chr17	-	74541072	74546115
MIR548B	chr6	-	119069046	119069143
GOLGA2P10	chr15	-	82471476	82513999
TCEAL7	chrX	+	103330185	103332326
KCNG4	chr16	-	84221134	84239750
FAM122B	chrX	-	134769565	134797205
STAMBPL1	chr10	+	88880244	88923487
SLIT3-AS2	chr5	+	168706926	168720884
MIR4748	chr19	+	10780253	10780335
LINC00940	chr12	-	1929201	1936576
BOD1L2	chr18	+	57147086	57150410
GTF2IRD1P1	chr7	-	66809992	66844826
HDLBP	chr2	-	241227263	241315230
PSMC1	chr14	+	90256552	90275429
MIR4515	chr15	+	83067334	83067415
TMEM126B	chr11	+	85628572	85636540
GOSR1	chr17	+	30477407	30527592
KRTAP13-1	chr21	+	30396030	30396820
